Sample,Type,Site,Site_Name,Status,Morph,Length,Type_2
Astfood_Z_19,Z,Site 2,Luenga,dead,E,22,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,E,24,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,E,16,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,E,26,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,E,21,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,E,15,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,E,20,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,E,24,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,E,18,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,E,14,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,E,12,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,E,16,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,E,25,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,E,11,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,E,12,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,E,13,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,E,28,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,E,19,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,E,18,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,T,21,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,T,24,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,T,27,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,T,29,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,T,26,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,T,15,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,T,22,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,T,25,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,T,15,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,T,24,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,T,15,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,T,16,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,T,15,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,T,13,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,T,13,Stage 3
Astfood_Z_19,Z,Site 2,Luenga,dead,T,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,43,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,33,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,38,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,39,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,36,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,26,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,30,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,29,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,31,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,28,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,20,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,37,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,34,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,24,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,31,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,22,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,31,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,20,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,21,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,22,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,24,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,23,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,23,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,26,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,21,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,19,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,21,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,20,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,21,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,24,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,19,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,18,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,18,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,20,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,21,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,19,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,13,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,18,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,17,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,18,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,23,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,24,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,18,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,15,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,15,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,17,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,18,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,18,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,19,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,18,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,13,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,15,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,13,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,18,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,19,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,13,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,17,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,13,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,17,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,17,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,17,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,15,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,12,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,17,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,15,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,12,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,12,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,12,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,12,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,15,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,12,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,15,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,13,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,12,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,12,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,10,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,E,10,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,31,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,19,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,25,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,24,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,20,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,20,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,19,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,18,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,15,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,18,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,15,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,18,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,19,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,13,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,15,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,17,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,12,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,12,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,13,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,13,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,12,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,alive,T,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,25,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,33,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,35,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,41,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,38,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,33,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,28,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,26,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,31,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,34,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,30,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,22,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,30,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,32,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,28,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,29,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,21,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,31,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,20,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,26,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,25,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,30,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,23,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,20,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,22,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,24,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,24,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,21,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,10,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,20,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,19,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,21,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,17,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,21,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,18,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,20,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,19,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,20,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,21,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,21,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,21,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,15,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,15,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,12,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,19,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,19,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,18,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,17,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,19,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,13,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,13,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,13,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,12,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,13,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,12,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,10,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,10,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,10,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,10,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,12,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,10,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,E,13,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,33,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,33,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,35,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,28,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,24,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,28,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,20,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,25,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,28,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,17,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,2,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,20,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,21,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,23,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,13,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,19,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,25,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,18,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,19,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,17,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,19,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,18,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,25,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,19,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,17,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,19,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,17,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,17,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,15,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,12,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,16,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,13,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,15,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,15,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,14,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,13,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,13,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,10,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,12,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,12,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,11,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,15,Stage 3
Astfood_Z_5,Z,Site 1,Kurichek,dead,T,19,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,24,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,31,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,30,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,24,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,38,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,34,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,35,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,26,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,27,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,27,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,25,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,22,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,22,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,20,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,23,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,22,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,19,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,15,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,22,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,20,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,18,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,14,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,14,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,14,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,14,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,18,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,21,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,14,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,12,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,16,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,10,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,12,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,E,28,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,T,21,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,T,17,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,T,15,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,T,16,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,alive,T,14,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,37,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,37,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,33,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,30,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,32,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,30,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,31,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,19,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,34,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,33,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,25,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,28,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,32,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,28,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,31,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,35,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,39,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,26,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,28,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,27,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,25,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,21,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,28,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,25,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,24,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,23,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,23,Stage 3
Astfood_Z_18,Z,Site 2,Luenga,dead,E,23,Stage 3
